銘柄コード,銘柄名,証券所名,週傾き,週切片,月傾き,月切片,3ヶ月傾き,3ヶ月切片,年傾き,年切片
1397.JP,SMDAM NIKKEI225 ETF,Tokyo SE,194.57142857142858,25435.238095238095,-68.93188854489163,26768.976608187135,-65.12380088151413,29371.887477313976,-9.628211892377752,29737.711449038583
1398.JP,SMDAM REIT INDEX ETF,Tokyo SE,1.6571428571428573,1919.857142857143,-1.4684210526315788,1944.1000000000001,-3.3537405026300413,2082.3686440677966,-0.6489271753802298,2174.785620319773
1399.JP,LISTED INDEX FUND MSCI JAPAN EQUITY HIGH DIVIDEND LOW VOLATILITY,Tokyo SE,10.75,1507.7,-3.8570175438596492,1573.8447368421052,-0.15764790764790765,1550.7019480519482,-0.30906076196164833,1598.6262443438916
1400.JP,RUDEN HOLDINGS,Tokyo SE,-0.8857142857142857,134.04761904761907,-0.08721804511278196,136.32857142857142,-1.413420394554043,210.9792349726776,-0.8392565439328689,369.82518679437806
1401.JP,MBS,Tokyo SE,2.857142857142857,471.85714285714283,-0.14511278195488722,483.12857142857143,-0.0024729091414281744,482.3562841530055,-0.4896463122426811,587.5303317863138
1407.JP,WEST HOLDINGS,Tokyo SE,2.142857142857143,4605.47619047619,34.13533834586466,4067.714285714286,-18.20964156710197,4965.601092896175,7.872404366585178,3604.7484325729906
1413.JP,HINOKIYA GROUP,Tokyo SE,8.571428571428571,2265.904761904762,-5.933082706766918,2361.3142857142857,3.247791053070298,2089.52349726776,-1.5926989317302909,2525.07411507192
1414.JP,SHO BOND HOLDINGS,Tokyo SE,22.285714285714285,5237.619047619048,5.992481203007519,5142.571428571428,1.8538482911919978,5066.644808743169,2.3979337797723996,4587.210307099832
1417.JP,MIRAIT HOLDINGS,Tokyo SE,12.371428571428572,1956.5714285714287,3.2090225563909773,1916.8142857142857,1.3355098638510698,1874.01912568306,0.5013607027485627,1927.6893301734635
1418.JP,INTERLIFE HOLDINGS,Tokyo SE,0.7428571428571429,150.8095238095238,-1.2759398496240602,172.77142857142857,-0.13475965545984997,169.67540983606557,-0.31923510196020743,237.70386096573515
1419.JP,TAMA HOME,Tokyo SE,19.34285714285714,2287.809523809524,2.3360902255639098,2279.2571428571428,-0.9139205334815228,2391.227322404372,0.46116794666913835,2319.101601329779
1420.JP,SANYO HOMES,Tokyo SE,2.5428571428571427,789.1428571428571,2.6736842105263157,749.1,1.1093359266462903,715.2579234972678,-0.028625605826412763,741.7279375267437
1429.JP,NIPPON AQUA,Tokyo SE,-1.7142857142857142,556.952380952381,-2.968421052631579,603.3000000000001,-2.2456515698805224,689.0633879781421,0.2844354252019759,563.9899937460913
1430.JP,FIRST CO,Tokyo SE,5.485714285714286,728.6190476190477,0.5263157894736842,730.7,0.6266462906362877,697.3306010928962,-0.18871458598251198,777.2205042625326
1431.JP,LIB WORK,Tokyo SE,-3.914285714285714,838.952380952381,1.4721804511278196,812.0142857142857,-0.2642956376771326,809.5967213114753,-0.43749425963730026,923.4497541226424
1432.JP,DORYOKU,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1433.JP,BESTERRA,Tokyo SE,-18.65714285714286,1205.4761904761904,-7.389473684210526,1285.5,-1.9348985829397054,1320.8961748633878,-1.9947448868754576,1699.1645413251708
1434.JP,JESCO HOLDINGS,Tokyo SE,3.4571428571428573,415.85714285714283,-2.800751879699248,469.65714285714284,-1.1877188107807721,505.3710382513661,-0.5093436499315832,589.8042312629603
1435.JP,ROBOT HOME,Tokyo SE,2.057142857142857,192.85714285714286,-0.6142857142857143,207.68571428571428,-0.6291191997777158,236.45901639344262,0.06277298714489249,221.52575622922222
1436.JP,FIT,Tokyo SE,-21.857142857142858,937.1428571428571,9.192481203007521,734.2714285714286,-2.5324534592942483,918.724043715847,-0.9195694476072247,1079.2064036733484
1439.JP,YASUE,Tokyo SE,8.6,840,-3.512781954887218,916.4714285714286,-2.6836899138649635,1029.0688524590164,-0.6912451664560589,1114.8196324419503
1440.JP,YAMAZEN HOMES,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1443.JP,GIKEN HOLDINGS,Tokyo SE,-2.7142857142857144,230.95238095238093,2.1548872180451126,191.12857142857143,0.31819949986107254,191.779781420765,-0.565757830652751,325.2766350679701
1445.JP,HIKARI HOLDINGS,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,0,2900
1446.JP,CANDEAL,Tokyo SE,4.114285714285714,485.04761904761904,0.2804511278195489,487.7857142857143,-0.18402333981661576,499.2120218579235,-0.31915867664336395,578.3292143115764
1447.JP,ITBOOK HOLDINGS,Tokyo SE,11.114285714285714,445.7142857142857,7.817293233082707,340.38571428571424,0.8351208669074742,362.23060109289617,-0.30564201981770295,477.2582205984003
1448.JP,SPACE VALUE HOLDINGS,Tokyo SE,-0.5428571428571428,1144.5238095238096,-0.19323308270676692,1145.9857142857143,-0.12475687691025285,1150.2136612021857,2.2669636514228486,625.6228876600505
1450.JP,TANAKEN,Tokyo SE,7.1,1687.6,-9.261403508771929,1844.9842105263158,-6.417650496785507,2077.1796610169495,-3.2284507770200777,2588.05340821696
1451.JP,KHC,Tokyo SE,1.0285714285714285,609.7619047619048,-0.9293233082706767,627.4285714285714,0.2186162823006391,608.7841530054645,0.048982247900641394,614.9704469898948
1452.JP,YOKOHAMA WRIGHT INDUSTRIES,Tokyo SE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1456.JP,DAIWA ETF JAPAN NIKKEI225 INVERSE INDEX,Tokyo SE,-36.42857142857143,4755.238095238095,12.691729323308271,4494.428571428572,8.526674076132258,4184.8797814207655,0.1980883594674169,4336.547184095323
1457.JP,DAIWA ETF JAPAN TOPIX INVERSE 1X INDEX,Tokyo SE,-50,5510,11.428571428571429,5256.428571428572,6.9199777716032225,5008.027322404372,-1.109329877897638,5371.238438497745
1458.JP,RAKUTEN ETF NIKKEI 225 LEVERAGED INDEX,Tokyo SE,208.71428571428572,13890.714285714286,-103.52255639097744,15889.214285714286,-75.19977771603223,18663.89344262295,-10.925247318241999,19304.50133307001
1459.JP,RAKUTEN ETF NIKKEI 225 DOUBLE INVERSE INDEX,Tokyo SE,-27.742857142857144,1934.5238095238096,9.600751879699247,1739.5428571428572,6.310363989997222,1511.4775956284154,0.025682807931111665,1652.057108060959
1464.JP,DAIWA ETF JAPAN JPX NIKKEI 400 LEVERAGED 2X INDEX,Tokyo SE,252.28571428571428,12345.95238095238,-79.75187969924812,14066.142857142857,-51.454292859127534,15912.901639344262,-0.8000999550605286,15082.361837990851
1465.JP,DAIWA ETF JAPAN JPX NIKKEI 400 INVERSE 1X INDEX,Tokyo SE,-75,5295,20.65934065934066,5072.857142857142,10.237804878048776,4863.292682926829,-1.5457517315500366,5195.542059748428
1466.JP,DAIWA ETF JAPAN JPX NIKKEI 400 DOUBLE INVERSE 2X INDEX,Tokyo SE,-34.65714285714286,2261.476190476191,9.04360902255639,2072.285714285714,5.61255904417894,1871.7628415300546,-1.0783845166386887,2210.4110463776706
1467.JP,JPX NIKKEI 400 BULL 2X LEVERAGED ETF,Tokyo SE,221.14285714285714,11723.809523809523,-75.72556390977444,13314.142857142857,-46.092159094404614,14813.971361776737,-1.4608799232947607,14224.516011644833
1468.JP,JPX NIKKEI 400 BEAR 1X INVERSE ETF,Tokyo SE,-67.2,4976.3,14.093406593406593,4764.3626373626375,12.153076923076924,4643.403076923077,-4.197348694074016,5147.414092953523
1469.JP,JPX NIKKEI 400 BEAR 2X DOUBLE INVERSE ETF,Tokyo SE,-33.18571428571428,2228.8809523809523,8.704887218045112,2044.6785714285713,5.262892470130593,1855.8863387978142,-1.1408592507803954,2196.2430630986473
1471.JP,NEXT FUNDS JPX NIKKEI 400 INVERSE INDEX ETF,Tokyo SE,-12.5,3355,6.176470588235294,3258.3333333333335,3.5204081632653077,3163.775510204082,-1.0601411392884585,3398.4457450761797
1472.JP,NEXT FUNDS JPX NIKKEI 400 DOUBLE INVERSE INDEX ETF,Tokyo SE,-14,902.6666666666666,3.768421052631579,822.3000000000001,2.1547652125590444,748.2344262295081,-0.4389308838969577,882.9478950659951
1473.JP,ONE ETF TOPIX,Tokyo SE,15.585714285714285,1823.1190476190475,-4.959022556390978,1926.3357142857142,-3.384690191719922,2049.0316939890713,-0.06921565505831048,1998.9748527039926
1474.JP,ONE ETF JPX NIKKEI 400,Tokyo SE,139.85714285714286,16322.857142857143,-46,17268.5,-31.728118921922757,18416.22950819672,-0.8533361613960124,17964.29394959698
1475.JP,ISHARES CORE TOPIX ETF,Tokyo SE,15.857142857142858,1832.5238095238096,-5.150375939849624,1938.2285714285713,-3.594554042789664,2073.1726775956286,-0.07409894341858402,2014.8250880484513
1476.JP,ISHARES CORE JAPAN REIT ETF,Tokyo SE,3,1934.6666666666667,-0.39924812030075185,1945.8428571428572,-3.5116976938038342,2104.695081967213,-0.6722933036155115,2196.831539448998
1477.JP,ISHARES MSCI JAPAN MINIMUM VOLATILITY EX REITS ETF,Tokyo SE,12.142857142857142,1744.8095238095239,-2.774436090225564,1807.857142857143,-2.6078355098638513,1912.064480874317,-0.10438250544614014,1884.9779138277213
1478.JP,ISHARES MSCI JAPAN HIGH DIVIDEND ETF,Tokyo SE,17.542857142857144,2189.476190476191,-3.9090225563909775,2271.385714285714,0.42400666851903296,2235.158469945355,0.41882984061601336,2140.599848589579
1479.JP,DAIWA ETF MSCI JAPAN HUMAN AND PHYSICAL INVESTMENT INDEX,Tokyo SE,419.5,22067,-56.36263736263737,23056,-116.56653225806451,25487.691532258068,6.0102664576802525,23551.13538961039
1480.JP,NEXT FUNDS NOMURA ENTERPRISE VALUE ALLOCATION INDEX ETF,Tokyo SE,442.5,18130.833333333332,-47.121212121212125,18695.545454545456,-68.98624904507257,20546.361344537818,1.6250766700742256,19503.43178807947
